text,keywords,author
"Итак, ты изменила?
Красавица, пленяй,
Спеши любить, о Лила!
И снова изменяй.
Прошли восторги, счастье,
Как с утром легкий сон;
Где тайны сладострастья?
Где нежный Палемон?
О Лила! вянут розы
Минутныя любви:
Познай же грусть и слезы,
И ныне терны рви.
","['сладострастие', 'сон', 'рвать', 'утром', 'лёгкий']",Пушкин
"В губительном стремленьи
За годом год летит,
И старость в отдаленьи
Красавице грозит.
","['старость', 'грозить', 'красавица', 'отдаление', 'лететь']",Пушкин
"Амур уже с поклоном
Расстался с красотой,
И вслед за Купидоном
Веселья скрылся рой.
","['купидон', 'скрыться', 'вслед', 'поклон', 'веселие']",Пушкин
"В лесу пастушка бродит
Печальна и одна:
Кого же там находит?
Вдруг Фавна зрит она.
Философ козлоногий
Под липою лежал
И пенистый фиал,
Венком украсив роги,
Лениво осушал.
Хоть Фавн и не находка
Для Лилы прежних дет,
Но вздумала красотка
Любви раскинуть сеть:
Подкралась, устремила
На Фавна томный взор
И, слышал я, клонила
К развязке разговор.
","['подкрасться', 'любовь', 'философ', 'лежать', 'лес']",Пушкин
"НоФавн с улыбкой злою,
Напеня свой фиал,
Качая головою,
Красавице сказал:
Нет, Лила! я в покое—
Других, мой друг, лови;
Есть время для любви,
Для мудрости – другое.
","['любовь', 'красавица', 'злой', 'покое', 'ловить']",Пушкин
"Бывало я тобой
В безумии пленялся,
Бывало восхищался
Коварной красотой.
","['коварный', 'красота', 'восхищаться', 'пленяться', 'бывало']",Пушкин
"Всечасно я тоскую,
Горька моя судьба,
Несите ж круговую,
Откройте погреба.
","['погреб', 'горький', 'тосковать', 'открыть', 'судьба']",Пушкин
"Там, там во льду хранится
Бутылок гордый строй,
И портера таится
Боченок выписной.
","['бутылка', 'лёд', 'гордый', 'портер', 'таиться']",Пушкин
"Нам Либер, заикаясь,
К нему покажет путь,—
Пойдемте все, шатаясь,
Под бочками заснуть!
","['шататься', 'заснуть', 'либер', 'бочка', 'показать']",Пушкин
"В них сердца утешенье,
Награда для певцов,
И мук любви забвенье,
И жар моих стихов.
","['певец', 'утешение', 'сердце', 'забвение', 'жар']",Пушкин
"И останешься с вопросом
На брегу замерзлых вод:
Мамзель Шредер с красным носом
Милых Вельо не ведет?
","['шредер', 'замёрзлый', 'красный', 'вода', 'остаться']",Пушкин
"Постой,– кричит,– управлюсь я с тобой;
Ты думаешь, что я уж позабыла
Ту ночь, когда, забравшись в уголок,
Ты с крестником Ванюшкою шалила?
","['шалить', 'думать', 'ночь', 'крестник', 'постоять']",Пушкин
"Молчи ж, кума: и ты, как я, грешна,
А всякого словами разобидишь;
В чужой соломинку ты видишь,
А у себя не видишь и бревна.
","['разобидеть', 'молчать', 'соломинка', 'кума', 'видеть']",Пушкин
"Я сам в себе уверен,
Я умник из глупцов,
Я маленькой Каверин,
ЛицейскойМолоствов.
","['умник', 'глупец', 'уверенный', 'лицейскоймолоств', 'маленький']",Пушкин
"«Скажи, что нового».– Ни слова.
«Не знаешь ли, где, как и кто?»
–О братец, отвяжись – я знаю только то,
Что ты дурак но это уж не ново.
Больны вы, дядюшка? Нет мочи,
Как беспокоюсь я! три ночи,
Поверьте, глаз я не смыкал.—
Да, слышал, слышал: в банк играл.
","['смыкал', 'братец', 'банк', 'играть', 'ночь']",Пушкин
"С благоговейною душой
Приближься, путник молодой,
Любви к пустынному приюту.
Здесь ею счастлив был я раз—
В восторге пламенном погас.
И время самое для нас
Остановилось на минуту.
Вот Виля – он любовью дышет,
Он песни пишет зло,
Как Геркулес, сатиры пишет,
Влюблен, как Буало.
","['влюбить', 'песня', 'писать', 'сатира', 'остановиться']",Пушкин
"Ах! боже мой, какую
Я слышал весть смешную:
Разумник получил ведь ленту голубую.
–Бог с ним! я недруг никому:
Дай бог и царствие небесное ему.
","['голубой', 'бог', 'смешной', 'лента', 'никто']",Пушкин
"Прекрасная! пускай восторгом насладится
В объятиях твоих российский полубог.
Что с участью твоей сравнится?
Весь мир у ног его – здесь у твоих он ног.
Пожарский, Минин, Гермоген,
или Спасенная Россия.
Слог дурен, темен, напыщен—
И тяжки словеса пустые.
","['минин', 'полубог', 'насладиться', 'дурной', 'пожарский']",Пушкин
"Покойник Клит в раю не будет:
Творил он тяжкие грехи.—
Пусть бог дела его забудет,
Как свет забыл его стихи!
","['грехи', 'покойник', 'стих', 'рай', 'дело']",Пушкин
"Вот карапузик наш, монах,
Поэт, писец и воин.
Всегда, за всё, во всех местах,
Крапивы он достоин:
С Мартыном поп он записной,
С Фроловым математик;
Вступает Энгельгардтгерой—
И вмиг он дипломатик.
","['энгельгардтгерой', 'поэт', 'поп', 'математик', 'весь']",Пушкин
"Пучкова, право, не смешна:
Пером содействует она
Благотворительным газет недельных видам,
Хоть в смех читателям, да в пользу инвалидам.
","['благотворительный', 'смех', 'инвалид', 'пучкова', 'читатель']",Пушкин
"Бог весть, за что философы, пииты
На и давнымдавно сердиты.
Не спорю я с ученой их толпой,
Но и бранить причины не имею
То. что дарит мне радость и покой.
Что, ежели б ты не была 
Что, ежели б я не был, Ниса, 
Тошней идиллии и холодней чем ода,
От злости мизантроп, от глупости поэт—
Как страшно над тобой забавилась природа,
Когда готовила на свет.
Боишься ты людей, как черного недуга,
О жалкой образец уродливой мечты!
Утешься, злой глупец! иметь не будешь ты
Ввек ни любовницы ни друга.
","['глупец', 'ода', 'покой', 'любовница', 'учёный']",Пушкин
"К Каверину
Забудь, любезный мой Каверин,
Минутной резвости нескромные стихи.
Люблю я первый, будь уверен,
Твои гусарские грехи.
Прослыть апостолом Зенонова ученья,
Быть может, хорошо – но ни тебе, ни мне.
Я знаю, что страстей волненья
И шалости, и заблужденья
Пристали наших дней блистательной весне.
Пускай умно, хотя неосторожно,
Дурачиться мы станем иногда—
Пока без лишнего стыда
Дурачиться нам будет можно.
","['дурачиться', 'любить', 'стих', 'апостол', 'весна']",Пушкин
"Всему пора, всему свой миг,
Всё чередой идет определенной:
Смешон и ветреный старик,
Смешон и юноша степенный.
","['смешной', 'старик', 'весь', 'юноша', 'миг']",Пушкин
"Насытясь жизнию у юных дней в гостях,
Простимся навсегда с Веселием шумливым,
С Венерой пылкою, и с Вакхом прихотливым,
Вздохнем об них, как о друзьях,
И Старость удивим поклоном молчаливым.
Теперь в беспечности живи,
Люби друзей, храни об них воспоминанье,
Молись и Кому и Любви,
Минуту юности лови
И черни презирай ревнивое роптанье.
Она не ведает, что можно дружно жить
С стихами, с картами, с Платоном и с бокалом,
Что резвых шалостей под легким покрывалом
И ум возвышенный и сердце можно скрыть.
","['любовь', 'платон', 'воспоминание', 'роптание', 'ловить']",Пушкин
"Элегия
Опять я ваш, о юные друзья!
Туманные сокрылись дни разлуки:
И брату вновь простерлись ваши руки,
Ваш резвый круг увидел снова я.
Всё те же вы, но сердце уж не то же:
Уже не вы ему всего дороже,
Уж я не тот невидимой стезей—
Ушла пора веселости беспечной,
Ушла навек, и жизни скоротечной
Луч утренний бледнеет надо мной.—
Веселие рассталося с душой.
","['рассталось', 'брат', 'сердце', 'веселие', 'рука']",Пушкин
"Отверженный судьбиною ревнивой,
Улыбку, смех, и резвость, и покой—
Я всё забыл: печали молчаливой
Покров лежит над юною главой
Напрасно вы беседою шутливой
И нежностью души красноречивой
Мой тяжкой сон хотите перервать,
Всё кончилось,– и резвости счастливой
В душе моей изгладилась печать.
Чтоб удалить угрюмые страданья,
Напрасно вы несете лиру мне;
Минувших дней погаснули мечтанья,
И умер глас в бесчувственной струне.
","['изгладиться', 'ревнивый', 'мечтание', 'смех', 'беседа']",Пушкин
"Мне страшен мир, мне скучен дневный свет;
Пойду в леса, в которых жизни нет,
Где мертвый мрак – я радость ненавижу;
Во мне застыл ее минутный след.
","['мёртвый', 'ненавидеть', 'лес', 'пойти', 'мир']",Пушкин
"О Дружество! предай меня забвенью;
В безмолвии покорствую судьбам,
Оставь меня сердечному мученью,
Оставь меня пустыням и слезам.
","['оставить', 'покорствовать', 'пустынь', 'судьба', 'сердечный']",Пушкин
"Почему, в любви счастливой
Видя страшную мечту,
Взор недвижный, боязливый
Устремляешь в темноту?
","['любовь', 'боязливый', 'темнота', 'почему', 'видеть']",Пушкин
"Почему, когда вкушаю
Быстрый обморок любви,
Иногда я замечаю
Слезы тайные твои?
","['любовь', 'обморок', 'тайный', 'почему', 'быстрый']",Пушкин
"Ты рассеянно внимаешь
Речи пламенной моей,
Хладно руку пожимаешь,
Хладен взор твоих очей
О бесценная подруга!
Вечно ль слезы проливать,
Вечно ль мертвого супруга
Из могилы вызывать?
Верь мне: узников могилы
Там объемлет вечный сон;
Им не мил уж голос милый,
Не прискорбен скорби стон;
Не для них – весенни розы,
Сладость утра, шум пиров,
Откровенной дружбы слезы
И любовниц робкий зов
Рано друг твой незабвенный
Вздохом смерти воздохнул
И блаженством упоенный
На груди твоей уснул.
","['скорбь', 'любовница', 'сладость', 'верить', 'рано']",Пушкин
"Нет, разгневанный ревнивец
Не придет из вечной тьмы;
Тихой ночью гром не грянет,
И завистливая тень
Близ любовников не станет,
Вызывая спящий день.
","['ревнивец', 'спать', 'гром', 'ночью', 'день']",Пушкин
"Безверие
О вы, которые с язвительным упреком,
Считая мрачное безверие пороком,
Бежите в ужасе того, кто с первых лет
Безумно погасил отрадный сердцу свет;
Смирите гордости жестокой исступленье:
Имеет он права на ваше снисхожденье,
На слезы жалости; внемлите брата стон,
Несчастный не злодей, собою страждет он.
Кто в мире усладит души его мученья?
Увы! он первого лишился утешенья!
","['несчастный', 'утешение', 'брат', 'сердце', 'бежать']",Пушкин
"Взгляните на него – не там, где каждый день
Тщеславие на всех наводит ложну тень,
Но в тишине семьи, под кровлею родною,
В беседе с дружеством иль темною мечтою.
","['ложать', 'семья', 'беседа', 'мечта', 'кровля']",Пушкин
"Найдите там его, где илистый ручей
Проходит медленно среди нагих полей;
Где сосен вековых таинственные сени,
Шумя, на влажный мох склонили вечны тени.
","['сосна', 'медленно', 'влажный', 'вечный', 'поле']",Пушкин
"Взгляните – бродит он с увядшею душой,
Своей ужасною томимый пустотой,
То грусти слезы льет, то слезы сожаленья.
Напрасно ищет он унынью развлеченья;
Напрасно в пышности свободной простоты
Природы перед ним открыты красоты;
Напрасно вкруг себя печальный взор он водит:
Ум ищет божества, а сердце не находит.
Настигнет ли его глухих Судеб удар,
Отъемлется ли вдруг минутный счастья дар,
В любви ли, в дружестве обнимет он измену
И их почувствует обманчивую цену:
Лишенный всех опор отпадший веры сын
Уж видит с ужасом, что в свете он один,
И мощная рука к нему с дарами мира
Не простирается изза пределов мира
Несчастия, Страстей и Немощей сыны,
Мы все на страшный гроб родясь осуждены.
","['напрасно', 'любовь', 'гроб', 'природа', 'водить']",Пушкин
"Когда, холодной тьмой объемля грозно нас,
Завесу вечности колеблет смертный час,
Ужасно чувствовать слезы последней Муку—
И с миром начинать безвестную разлуку!
","['смертный', 'вечность', 'колебать', 'холодный', 'мир']",Пушкин
"Тогда, беседуя с отвязанной душой,
О Вера, ты стоишь у двери гробовой,
Ты ночь могильную ей тихо освещаешь,
И ободренную с Надеждой отпускаешь
Но, други! пережить ужаснее друзей!
Лишь Вера в тишине отрадою своей
Живит унывший дух и сердца ожиданье.
«Настанет!– говорит,– назначено свиданье!»
А он слепой мудрец!, при гробе стонет он,
С усладой бытия несчастный разлучен,
Надежды сладкого не внемлет он привета,
Подходит к гробу он, взывает нет ответа!
","['гроб', 'вера', 'сладкое', 'беседовать', 'отвязать']",Пушкин
"Видали ль вы его в безмолвных тех местах,
Где кровных и друзей священный тлеет прах?
Видали ль вы его над хладною могилой,
Где нежной Делии таится пепел милый?
К почившим позванный вечерней тишиной,
К кресту приникнул он бесчувственной главой
Стенанья изредка глухие раздаются,
Он плачет – но не те потоки слез лиются,
Которы сладостны для страждущих очей
И сердцу дороги свободою своей;
Но слез отчаянья, но слез ожесточенья.
","['почивший', 'пепел', 'сердце', 'ожесточение', 'свобода']",Пушкин
"В молчаньи ужаса, в безумстве исступленья
Дрожит, и между тем под сенью темных ив,
У гроба матери колена преклонив,
Там дева юная в печали безмятежной
Возводит к небу взор болезненный и нежный,
Одна, туманною луной озарена,
Как ангел горести является она;
Вздыхает медленно, могилу обнимает—
Всё тихо вкруг его, а, кажется, внимает.
Несчастный на нее в безмолвии глядит,
Качает головой, трепещет и бежит,
Спешит он далее, но вслед унынье бродит.
","['печаль', 'луна', 'ангел', 'мать', 'качать']",Пушкин
"Он бога тайного нигде, нигде не зрит,
С померкшею душой святыне предстоит,
Холодный ко всему и чуждый к умиленью
С досадой тихому внимает он моленью.
","['тихий', 'моление', 'досада', 'холодный', 'весь']",Пушкин
"Счастливцы!– мыслит он,– почто не можно мне
Страстей бунтующих в смиренной тишине,
Забыв о разуме и немощном и строгом,
С одной лишь верою повергнуться пред богом!
","['вера', 'бунтовать', 'страсть', 'забыть', 'мыслить']",Пушкин
"Напрасный сердца крик! нет, нет! не суждено
Ему блаженство знать!Безверие одно,
По жизненной стезе во мраке вождь унылый,
Влечет несчастного до хладных врат могилы.
И что зовет его в пустыне гробовой—
Кто ведает? но там лишь видит он покой.
К Дельвигу
Блажен, кто с юных лет увидел пред собою
Извивы темные двухолмной высоты,
Кто жизни в тайный путь с невинною душою
Пустился пленником мечты!
","['унылый', 'сердце', 'крик', 'двухолмной', 'юный']",Пушкин
"Наперснику богов безвестны бури злые,
Над ним их промысел, безмолвною порой
Его баюкают Камены молодые
И с перстом на устах хранят певца покой.
","['певец', 'безмолвный', 'бог', 'буря', 'промысел']",Пушкин
"Мой друг, и я певец! и мой смиренный путь
В цветах украсила богиня песнопенья,
И мне в младую боги грудь
Влияли пламень вдохновенья.
","['певец', 'вдохновение', 'смиренный', 'богиня', 'пламень']",Пушкин
"С какою тихою красою
Минуты детства протекли;
Хвала, о боги! вам, вы мощною рукою
От ярых гроз мирских невинность отвели.
","['невинность', 'отвести', 'рука', 'минута', 'мощный']",Пушкин
"Но всё прошло – и скрылись в темну даль
Свобода, радость, восхищенье;
Другим и юность наслажденье:
Она мне мрачная печаль!
","['темять', 'скрыться', 'свобода', 'юность', 'восхищение']",Пушкин
"Так рано зависти увидеть зрак кровавый
И низкой клеветы во мгле сокрытый яд.
Нет, нет! ни счастием, ни славой
Не буду ослеплен.Пускай они манят
На край погибели любимцев обольщенных.
Исчез священный жар!
Забвенью сладких песней дар
И голос струн одушевленных!
Во прах и лиру и венец!
Пускай не будут знать, что некогда певец,
Враждою, завистью на жертву обреченный,
Погиб на утре лет.
","['певец', 'погибнуть', 'зависть', 'сокрытый', 'струна']",Пушкин
"И тихо проживу в безвестной тишине;
Потомство грозное не вспомнит обо мне,
И гроб несчастного, в пустыне мрачной, дикой,
Забвенья порастет ползущей повиликой!
","['забвение', 'гроб', 'пустыня', 'грозный', 'потомство']",Пушкин
"Стансы.Из Вольтера
Ты мне велишь пылать душою:
Отдай же мне протекши дни,
С моей вечернею зарею
Мое ты утро съедини!
Мой век невидимо проходит,
Из круга Смехов и Харит
Уж Время скрыться мне велит
И за руку меня выводит—
Не даст оно пощады нам.
Кто применяться не умеет
Своим изменчивым годам,
Тот их несчастья лишь имеет.
","['зареять', 'смех', 'скрыться', 'вечерня', 'утро']",Пушкин
"Счастливцам резвым, молодым
Оставим страсти заблужденья;
Живем мы в мире два мгновенья—
Одно рассудку отдадим.
","['счастливец', 'рассудок', 'молодой', 'страсть', 'оставить']",Пушкин
"Вы, услаждавшие печали
Минутной младости моей,
Любовь, мечтанья первых дней—
Ужель навек вы убежали?
","['убежать', 'любовь', 'печаль', 'младость', 'навек']",Пушкин
"На пасмурном моем закате,
Среди пустынной темноты,
Так сожалел я об утрате
Обманов милыя мечты.
","['утрата', 'пасмурный', 'обман', 'мечта', 'милый']",Пушкин
"Тогда на голос мой унылый
Мне Дружба руку подала,
Она Любви подобна милой
В одной лишь нежности была.
","['любовь', 'унылый', 'дружба', 'рука', 'голос']",Пушкин
"Я ей принес увядши розы
Отрадных юношества дней,
И вслед пошел, но лил я слезы
Что мог итти вослед лишь ей!
","['роза', 'лить', 'пойти', 'юношество', 'отрадный']",Пушкин
"Послание В. Л. Пушкину
Скажи, парнасский мой отец,
Неужто верных муз любовник
Не может нежный быть певец
И вместе гвардии полковник?
Ужели тот, кто иногда
Жжет ладан Аполлону даром,
За честь не смеет без стыда
Жечь порох на войне с гусаром
И, если можно, города?
Беллона, Муза и Венера,
Вот, кажется, святая вера
Дней наших всякого певца.
","['певец', 'отец', 'пушкин', 'даром', 'война']",Пушкин
"Я шлюсь на русского Буфлера
И на Дениса храбреца,
Но не на Глинку офицера,
Довольно плоского певца;
Не нужно мне его примера
Ты скажешь: Перестань, болтун!
","['певец', 'русский', 'слаться', 'офицер', 'храбрец']",Пушкин
"Будь человек, а не драгун;
Парады, караул, ученья—
Всё это оды не внушит,
А только душу иссушит,
И к Марину для награжденья,
Быть может, прямо за Коцит
Пошлют читать его творенья.
Послушай дяди, милый мой:
Ступай себе к слепой Фемиде
Иль к дипломатике косой!
Кропай, мой друг, посланья к Лиде,
Оставь военные грехи
И в сладостях успокоенья
Пиши сенатские решенья
И пятистопные стихи;
И не с гусарского корнета,—
Возьми пример с того поэта,
С того, которого рука
Нарисовала Ермака
В снегах незнаемого света,
И плен могучего Мегмета,
И мужа модного рога,
Который, милостию бога,
Министр и сладостный певец,
Был строгой чести образец,
Как образец он будет слога.
","['поэт', 'военный', 'внушить', 'сенатский', 'пятистопный']",Пушкин
"Всё так, почтенный дядя мой,
Почтен, кто глупости людской
Решит запутанные споры;
Умен, кто хитрости рукой
Переплетает меж собой
Дипломатические вздоры
И правит нашею судьбой.
Смешон, конечно, мирный воин,
И эпиграммы самой злой
В известных «Святках» он достоин.
Но что прелестней и живей
Войны, сражений и пожаров,
Кровавых и пустых полей,
Бивака, рыцарских ударов?
","['смешной', 'дядя', 'дипломатический', 'война', 'пустой']",Пушкин
"И что завидней бранных дней
Не слишком мудрых усачей,
Но сердцем истинных гусароь
Они живут в своих шатрах,
Вдали забав и нег и граций,
Как жил бессмертный трус Гораций
В тибурских сумрачных лесах;
Не знают света принужденья,
Не ведают, что скука, страх;
Дают обеды и сраженья,
Поют и рубятся в боях.
","['мудрый', 'сражение', 'петь', 'лес', 'обед']",Пушкин
"Счастлив, кто мил и страшен миру;
О ком за песни, за дела
Гремит правдивая хвала;
Кто славил Марса и Темиру
И бранную повесил лиру
Меж верной сабли и седла.
","['песня', 'счастливый', 'бранный', 'марс', 'повесить']",Пушкин
"Но вы, враги трудов и славы,
Питомцы Феба и забавы,
Вы, мирной праздности друзья
Шепну вам наухо: вы правы,
И с вами соглашаюсь я!
Бог создал для себя природу,
Свой рай и счастие глупцам,
Злословие, мужчин и моду,
Конечно, для забавы дам,
Заботы знатному народу,
Дурачество для всех,– а нам
Уединенье и свободу!
","['дурачество', 'бог', 'питомец', 'свобода', 'природа']",Пушкин
"Письмо к Лиде
Лишь благосклонный мрак раскинет
Над нами тихой свой покров,
И время к полночи придвинет
Стрелу медлительных часов,
Когда не спит в тиши природы
Одна счастливая любовь:
Тогда моей темницы вновь
Покину я немые своды
Летучих остальных минут
Мне слишком тягостна потеря—
Но скоро Аргусы заснут,
Замкам предательным поверя,
И я в обители твоей
По скорой поступи моей,
По сладострастному молчанью,
По смелым, трепетным рукам,
По воспаленному дыханью
И жарким, ласковым устам
Узнай любовника – настали
Восторги, радости мои!..
","['заснуть', 'любовник', 'скорый', 'замок', 'природа']",Пушкин
"О Лида, если б умирали
С блаженства, неги и любви!
Князю А. М. Горчакову
Встречаюсь я с осьмнадцатой весной.
В последний раз, быть может, я с тобой,
Задумчиво внимая шум дубравный,
Над озером иду рука с рукой.
Где вы, лета беспечности недавней?
С надеждами во цвете юных лет,
Мой милый друг, мы входим в новый свет;
Но там удел назначен нам не равный,
И розно наш оставим в жизни след.
","['любовь', 'умирать', 'горчаков', 'идти', 'озеро']",Пушкин
"Тебе рукой Фортуны своенравной
Указан путь и счастливый, и славный,—
Моя стезя печальна и темна;
И нежная краса тебе дана.
","['фортуна', 'своенравный', 'рука', 'путь', 'тёмный']",Пушкин
"И нравиться блестящий дар природы,
И быстрый ум, и верный, милый нрав;
Ты сотворен для сладостной свободы,
Для радости, для славы, для забав.
","['радость', 'свобода', 'быстрый', 'сотворить', 'природа']",Пушкин
"Они пришли, твои златые годы,
Огня любви прелестная пора.
Спеши любить и, счастливый вчера,
Сегодня вновь будь счастлив осторожно;
Амур велит: и завтра, если можно,
Вновь миртами красавицу венчай
О, скольких слез, предвижу, ты виновник!
Измены друг и ветреный любовник,
Будь верен всем – пленяйся и пленяй.
А мой удел но пасмурным туманом
Зачем же мне грядущее скрывать?
","['любовник', 'амур', 'спешить', 'завтра', 'скрывать']",Пушкин
"Вся жизнь моя – печальный мрак ненастья
Дветри весны, младенцем, может быть,
Я счастлив был, не понимая счастья;
Они прошли, но можно ль их забыть?
","['печальный', 'счастливый', 'дветереть', 'весна', 'весь']",Пушкин
"Они прошли, и скорбными глазами
Смотря на путь, оставленный навек,—
На краткий путь, усыпанный цветами,
Которым я так весело протек,
Я слезы лью, я трачу век напрасно,
Мучительным желанием горя.
","['скорбный', 'оставить', 'лить', 'век', 'весело']",Пушкин
"Душа полна невольной, грустной думой:
Мне кажется: на жизненном пиру
Один с тоской явлюсь я, гость угрюмый,
Явлюсь на час – и одинок умру.
","['грустный', 'умереть', 'тоска', 'невольный', 'явиться']",Пушкин
"И не придет друг сердца незабвенный
В последний миг мой томный взор сомкнуть,
И не придет на холм уединенный
В последний раз с любовию вздохнуть!
","['вздохнуть', 'любовия', 'последний', 'уединённый', 'прийти']",Пушкин
"В рядах забытый воин,
Среди толпы затерянный певец,
Каких наград я в будущем достоин
И счастия какой возьму венец?
","['певец', 'затерянный', 'воин', 'будущее', 'достойный']",Пушкин
"Но что?..Стыжусь!..Нет, ропот – униженье.
Нет, праведно богов определенье!
Ужель лишь мне не ведать ясных дней?
Нет! и в слезах сокрыто наслажденье,
И в жизни сей мне будет утешенье:
Мой скромный дар и счастие друзей.
В альбом
Пройдет любовь, умрут желанья;
Разлучит нас холодный свет;
Кто вспомнит тайные свиданья,
Мечты, восторги прежних лет?..
","['любовь', 'умереть', 'ропот', 'сокрытый', 'год']",Пушкин
"Позволь в листах воспоминанья
Оставить им минутный след.
В альбом Илличевскому
Мой друг! неславный я поэт,
Хоть христианин православный.
Душа бессмертна, слова нет,
Моим стихам удел неравный—
И песни Музы своенравной,
Забавы резвых, юных лет,
Погибнут смертию забавной,
И нас не тронет здешний свет!
","['поэт', 'православный', 'илличевский', 'погибнуть', 'забавный']",Пушкин
"Ах! ведает мой добрый гений,
Что предпочел бы я скорей
Бессмертию души моей
Бессмертие своих творений.
","['бессмертие', 'гений', 'предпочесть', 'скорый', 'творение']",Пушкин
"Не властны мы в судьбе своей,
По крайней мере, нет сомненья,
Сей плод небрежный вдохновенья,
Без подписи, в твоих руках
На скромных дружества листках
Уйдет от общего забвенья
Но пусть напрасен будет труд,
Твоею дружбой оживленный—
Мои стихи пускай умрут—
Глас сердца, чувства неизменны
Наверно их переживут!
","['умрут', 'судьба', 'глас', 'дружба', 'труд']",Пушкин
"Разлука ждет нас у порогу,
Зовет нас дальний света шум,
И каждый смотрит на дорогу
С волненьем гордых, юных дум.
","['волнение', 'гордый', 'ждать', 'юный', 'дорога']",Пушкин
"Иной, под кивер спрятав ум,
Уже в воинственном наряде
Гусарской саблею махнул—
В крещенской утренней прохладе
Красиво мерзнет на параде,
А греться едет в караул;
Другой, рожденный быть вельможей,
Не честь, а почести любя,
У плута знатного в прихожей
Покорным плутом зрит себя;
Лишь я, судьбе во всем послушный,
Счастливой лени верный сын,
Душой беспечный, равнодушный,
Я тихо задремал один
Равны мне писари, уланы,
Равны Законы, кивера,
Не рвусь я грудью в капитаны
И не ползу в ассесора:
Друзья! немного снисхожденья—
Оставьте красный мне колпак,
Пока его за прегрешенья
Не променял я на шишак,
Пока ленивому возможно,
Не опасаясь грозных бед,
Еще рукой неосторожной
В июле распахнуть жилет.
","['гусарский', 'ленивый', 'счастливый', 'сын', 'родить']",Пушкин
"Надпись на стене больницы
Вот здесь лежит больной студент;
Его судьба неумолима.
Несите прочь медикамент:
Болезнь любви неизлечима!
В альбом Пущину
Взглянув когданибудь на тайный сей листок,
Исписанный когдато мною,
Навремя улети в лицейский уголок
Всесильной, сладостной мечтою.
Ты вспомни быстрые минуты первых дней,
Неволю мирную, шесть лет соединенья,
Печали, радости, мечты души твоей,
Размолвки дружества и сладость примиренья
Что было и не будет вновь
И с тихими тоски слезами
Ты вспомни первую любовь.
","['любовь', 'больной', 'студент', 'улететь', 'тайный']",Пушкин
"Мой друг, она прошла но с первыми друзьями
Не резвою мечтой союз твой заключен;
Пред грозным временем, пред грозными судьбами,
О милый, вечен он!
","['друг', 'судьба', 'мечта', 'первый', 'грозный']",Пушкин
"Кюхельбекеру
В последний раз, в тиши уединенья,
Моим стихам внимает наш Пенат!
Лицейской жизни милый брат,
Делю с тобой последние мгновенья!
Итак, они прошли – лета соединенья;—
Итак, разорван он – наш братский верный круг!
Прости!.. хранимый тайным небом,
Не разлучайся, милый друг,
С фортуной, дружеством и Фебом,—
Узнай любовь – неведомую мне—
Любовь надежд, восторгов, упоенья:
И дни твои полетом сновиденья
Да пролетят в счастливой тишине!
","['любовь', 'разлучаться', 'брат', 'кюхельбекер', 'тайный']",Пушкин
"Прости где б ни был я: в огне ли смертной битвы,
При мирных ли брегах родимого ручья,
Святому братству верен я!
И пусть услышит ли Судьба мои молитвы?
Пусть будут счастливы все, все твои друзья!
К портрету Каверина
В нем пунша и войны кипит всегдашний жар,
На Марсовых полях он грозный был воитель,
Друзьям он верный друг, красавицам мучитель,
И всюду он гусар.
К письму
В нем радости мои; когда померкну я,
Пускай оно груди бесчувственной коснется:
Быть может, милые друзья,
Быть может сердце вновь забьется.
","['радость', 'мучитель', 'молитва', 'письмо', 'война']",Пушкин
"Сновидение
Недавно, обольщен прелестным сновиденьем,
В венце сияющем, царем я зрел себя;
Мечталось, я любил тебя—
И сердце билось наслажденьем.
Я страсть у ног твоих в восторгах изъяснял.
Мечты! ах! отчего вы счастья не продлили?
Но боги не всего теперь меня лишили:
Я только – царство потерял.
Она
«Печален ты: признайся, что с тобой».
","['страсть', 'царь', 'счастие', 'сновидение', 'потерять']",Пушкин
